id,carat,cut,color,clarity,depth,table,x,y,z,price
10882,0.31,Ideal,G,VVS1,62.8,53.0,4.36,4.34,2.73,1046
10883,1.09,Ideal,E,VVS2,61.6,56.0,6.6,6.64,4.08,10314
10884,1.0,Premium,F,SI1,62.7,59.0,6.36,6.4,4.0,5197
10885,1.7,Very Good,G,VS1,61.8,53.0,7.63,7.67,4.73,17219
10886,0.4,Ideal,D,VS1,60.6,56.0,4.82,4.78,2.91,1072
10887,0.33,Premium,G,VS2,60.6,61.0,4.49,4.46,2.71,743
10888,0.36,Premium,H,SI1,59.3,60.0,4.65,4.62,2.75,665
10889,0.85,Ideal,D,VS2,61.9,55.0,6.07,6.14,3.78,3821
10890,0.28,Premium,E,VVS1,61.1,60.0,4.21,4.17,2.56,828
10891,1.12,Very Good,E,SI1,61.3,63.0,6.68,6.73,4.11,6098
10892,1.54,Very Good,H,VS2,62.1,62.0,7.31,7.38,4.56,11527
10893,0.7,Ideal,H,VS1,61.0,56.0,5.75,5.79,3.51,3185
10894,0.55,Very Good,G,VVS1,60.8,58.0,5.25,5.3,3.21,1838
10895,0.41,Ideal,G,VS2,62.5,56.0,4.75,4.72,2.96,1061
10896,0.76,Fair,G,VS1,59.0,70.0,5.89,5.8,3.46,2800
10897,0.31,Ideal,E,VS2,61.5,56.0,4.37,4.34,2.68,872
10898,0.3,Premium,H,VVS2,62.1,52.0,4.31,4.29,2.67,776
10899,1.14,Ideal,G,SI2,61.5,55.0,6.78,6.71,4.15,5675
10900,0.3,Very Good,H,VS2,62.6,58.0,4.22,4.28,2.66,473
10901,0.3,Ideal,E,VS1,61.6,57.0,4.33,4.3,2.66,936
10902,0.78,Ideal,E,SI1,60.4,57.0,5.95,6.0,3.61,3671
10903,0.32,Ideal,E,VS2,61.4,57.0,4.4,4.46,2.72,608
10904,0.91,Ideal,E,SI2,61.8,56.0,6.19,6.27,3.85,4160
10905,1.0,Premium,H,VS2,62.6,59.0,6.37,6.31,3.97,5320
10906,0.46,Ideal,E,VS2,62.1,57.0,4.93,4.89,3.05,1251
10907,0.38,Ideal,E,SI1,60.7,56.0,4.69,4.73,2.86,680
10908,0.54,Ideal,E,VS1,62.0,56.0,5.17,5.25,3.23,1939
10909,1.2,Ideal,G,VS1,62.3,56.0,6.77,6.82,4.23,8442
10910,1.01,Premium,H,VS2,60.6,60.0,6.51,6.49,3.94,5260
10911,0.41,Ideal,I,VVS1,61.8,55.0,4.76,4.79,2.95,863
10912,0.62,Premium,F,VS2,61.4,59.0,5.5,5.47,3.37,2065
10913,1.5,Very Good,I,SI1,60.2,63.0,7.38,7.33,4.43,7140
10914,0.9,Good,F,SI1,64.3,57.0,6.08,6.01,3.89,3427
10915,0.51,Very Good,G,SI1,63.4,56.0,5.03,5.1,3.21,1122
10916,0.5,Very Good,F,VVS2,60.8,59.0,5.08,5.11,3.1,1915
10917,0.4,Good,D,SI1,63.6,57.0,4.7,4.67,2.98,924
10918,0.32,Ideal,D,VS2,61.2,56.0,4.38,4.41,2.69,671
10919,1.6,Ideal,I,SI2,61.9,57.0,7.48,7.51,4.64,8377
10920,1.03,Very Good,F,VS1,62.8,54.1,6.39,6.48,4.05,8089
10921,0.7,Premium,E,VS2,62.3,59.0,5.7,5.64,3.53,2737
10922,0.61,Ideal,G,VS1,61.8,56.0,5.43,5.48,3.37,2041
10923,1.1,Very Good,H,SI1,63.0,57.0,6.5,6.54,4.11,4689
10924,0.32,Premium,E,SI1,61.6,56.0,4.41,4.39,2.71,720
10925,0.31,Very Good,H,VS2,63.1,57.0,4.32,4.27,2.71,628
10926,0.3,Very Good,F,VS2,63.4,59.0,4.25,4.23,2.69,725
10927,0.37,Ideal,G,SI1,61.9,55.0,4.62,4.66,2.87,586
10928,0.51,Premium,G,SI1,62.4,58.0,5.13,5.07,3.18,1312
10929,0.25,Very Good,D,VVS2,63.0,56.0,3.98,4.02,2.52,512
10930,0.41,Premium,H,VS1,62.6,60.0,4.77,4.75,2.98,1061
10931,2.17,Premium,G,SI2,62.2,62.0,8.32,8.24,5.15,12321
10932,0.53,Premium,D,VS1,61.3,58.0,5.27,5.2,3.21,2321
10933,0.56,Ideal,D,VS2,61.0,57.0,5.28,5.35,3.24,1963
10934,1.12,Ideal,H,SI1,61.8,56.0,6.67,6.69,4.13,5838
10935,0.58,Good,D,SI2,56.7,60.0,5.59,5.53,3.15,1563
10936,1.07,Ideal,E,SI2,62.2,55.0,6.54,6.58,4.08,5325
10937,0.28,Ideal,E,VVS2,60.7,57.0,4.22,4.25,2.57,612
10938,1.07,Ideal,H,VS2,62.1,57.0,6.53,6.49,4.04,4458
10939,0.71,Good,H,SI1,63.5,57.0,5.64,5.67,3.59,2096
10940,1.37,Ideal,G,VS1,62.2,55.0,7.09,7.12,4.42,10927
10941,1.29,Ideal,H,SI1,61.8,55.0,6.99,6.95,4.31,7513
10942,0.5,Premium,G,VS1,59.8,58.0,5.19,5.15,3.09,1746
10943,0.5,Ideal,E,VS2,61.4,56.0,5.12,5.08,3.13,1629
10944,0.57,Premium,D,SI1,60.2,60.0,5.36,5.34,3.22,1847
10945,1.01,Ideal,G,SI1,61.6,57.0,6.4,6.32,3.92,5273
10946,0.72,Ideal,H,SI1,62.0,57.0,5.73,5.76,3.56,2361
10947,0.65,Premium,E,SI1,60.5,59.0,5.61,5.49,3.36,1828
10948,0.52,Ideal,G,SI1,61.7,56.0,5.18,5.22,3.21,1266
10949,0.41,Ideal,D,VS2,61.5,57.0,4.77,4.79,2.94,1007
10950,2.01,Good,I,SI1,59.4,63.0,8.18,8.26,4.88,14597
10951,0.23,Very Good,E,VS1,60.7,59.0,3.97,4.01,2.42,402
10952,0.73,Ideal,I,VVS1,61.9,55.0,5.78,5.82,3.59,2575
10953,1.41,Ideal,H,VS1,60.7,56.0,7.31,7.22,1.41,9752
10954,0.31,Ideal,E,VS2,62.0,56.0,4.37,4.34,2.7,872
10955,0.32,Very Good,I,VS1,62.4,56.0,4.31,4.37,2.71,505
10956,1.12,Premium,G,IF,60.9,57.0,6.79,6.68,4.1,9126
10957,0.41,Very Good,H,SI1,58.1,61.0,4.91,4.97,2.87,778
10958,0.31,Very Good,H,VVS2,62.6,58.0,4.28,4.31,2.69,625
10959,1.23,Ideal,D,SI2,60.6,54.0,6.97,7.02,4.24,6289
10960,0.23,Very Good,E,VVS2,62.8,58.0,3.92,3.94,2.47,505
10961,1.72,Ideal,G,VS2,62.8,57.0,7.65,7.58,4.78,12830
10962,0.54,Premium,D,VS2,61.5,58.0,5.21,5.26,3.22,1892
10963,1.01,Very Good,F,VS2,63.1,60.0,6.39,6.29,4.0,6271
10964,0.7,Premium,F,SI1,60.8,56.0,5.72,5.66,3.46,2394
10965,0.36,Ideal,H,VS2,62.1,55.0,4.61,4.57,2.85,729
10966,1.05,Ideal,G,VVS2,62.5,55.0,6.49,6.53,4.07,8645
10967,0.52,Ideal,E,VS2,62.4,57.0,5.14,5.12,3.2,1743
10968,1.08,Premium,J,SI1,61.0,60.0,6.57,6.62,4.02,4098
10969,1.52,Ideal,D,VS2,62.1,58.0,7.36,7.4,4.58,15922
10970,1.14,Very Good,F,VS2,59.0,60.0,6.84,6.81,4.03,8131
10971,1.3,Ideal,F,VVS2,62.1,55.0,7.04,6.96,4.35,12745
10972,1.5,Premium,H,SI2,60.2,59.0,7.43,7.35,4.45,5937
10973,0.71,Ideal,J,VS1,61.9,55.0,5.69,5.75,3.54,1932
10974,0.81,Ideal,I,SI1,61.3,56.0,6.23,6.27,3.83,3097
10975,1.0,Very Good,D,SI1,62.8,58.0,6.35,6.39,4.0,5005
10976,1.01,Good,I,SI2,64.1,58.0,6.31,6.26,4.03,3411
10977,1.12,Ideal,G,VS2,60.8,57.0,6.74,6.69,4.08,6683
10978,0.45,Good,D,VS2,63.7,61.0,4.81,4.73,3.04,1197
10979,1.1,Ideal,G,VS1,61.3,57.0,6.66,6.59,4.06,7688
10980,1.01,Very Good,I,SI1,63.3,59.0,6.26,6.22,3.95,2730
10981,1.56,Premium,F,SI2,63.0,58.0,7.35,7.28,4.66,6971
10982,0.41,Ideal,E,VVS2,61.1,56.0,4.8,4.85,2.95,1187
10983,0.31,Good,D,SI1,63.9,54.0,4.3,4.27,2.74,732
10984,0.59,Ideal,E,SI1,62.0,57.0,5.36,5.39,3.33,1607
10985,0.59,Good,I,VVS2,57.8,61.0,5.52,5.6,3.21,1427
10986,2.06,Good,I,SI1,59.0,64.0,8.39,8.13,4.89,14920
10987,0.34,Very Good,D,VS2,60.0,59.0,4.5,4.56,2.72,730
10988,0.73,Ideal,E,SI2,61.2,54.0,5.88,5.86,3.59,2581
10989,0.3,Ideal,H,SI1,61.9,54.0,4.33,4.36,2.69,389
10990,1.66,Ideal,H,VS2,60.1,59.0,7.67,7.64,4.6,12244
10991,0.72,Ideal,D,SI2,60.5,57.0,5.82,5.89,3.54,3176
10992,0.68,Fair,G,SI1,58.0,71.0,5.85,5.7,3.35,1633
10993,0.5,Ideal,E,VS2,60.5,56.0,5.18,5.16,3.13,2100
10994,2.0,Ideal,I,VS1,62.3,56.0,8.08,8.03,5.02,12907
10995,0.34,Ideal,E,SI1,61.0,57.0,4.51,4.48,2.74,765
10996,0.34,Premium,G,SI1,61.5,56.0,4.52,4.45,2.76,650
10997,0.34,Ideal,F,VS2,62.1,56.0,4.51,4.47,2.79,880
10998,0.75,Premium,D,SI2,60.6,56.0,5.94,5.9,3.59,2337
10999,1.01,Very Good,H,SI1,62.7,59.0,6.27,6.33,3.95,4242
11000,0.31,Premium,E,VVS1,61.8,59.0,4.33,4.31,2.67,1012
11001,0.71,Very Good,H,VS1,63.9,60.0,5.54,5.6,3.56,2562
11002,2.02,Good,H,SI2,59.0,61.0,8.26,8.31,4.89,13144
11003,0.98,Premium,I,I1,62.5,60.0,6.31,6.25,3.93,2064
11004,2.11,Premium,J,SI2,61.0,58.0,8.29,8.2,5.03,12554
11005,0.75,Very Good,E,SI2,60.9,59.0,5.83,5.9,3.57,2383
11006,1.51,Good,G,SI1,63.3,58.0,7.2,7.26,4.58,10085
11007,0.3,Ideal,H,VVS1,61.9,57.0,4.3,4.33,2.67,665
11008,0.31,Ideal,G,VVS2,61.7,57.0,4.36,4.39,2.7,671
11009,0.27,Very Good,D,VVS1,61.0,61.0,4.14,4.15,2.53,544
11010,1.03,Ideal,J,SI2,62.4,56.0,6.44,6.48,4.03,4054
11011,0.73,Ideal,F,SI1,61.6,55.0,5.77,5.81,3.56,2951
11012,1.5,Ideal,D,VS2,62.8,53.5,7.27,7.33,4.58,15996
11013,0.54,Ideal,F,VVS2,61.9,56.0,5.2,5.23,3.23,2168
11014,0.5,Ideal,E,VS2,61.4,57.0,5.11,5.08,3.13,1746
11015,0.55,Ideal,D,VS2,62.7,57.0,5.2,5.23,3.27,1755
11016,1.01,Very Good,G,SI1,62.3,59.0,6.34,6.37,3.96,4064
11017,2.02,Fair,J,SI2,64.6,55.0,7.93,7.84,5.09,9853
11018,1.01,Premium,D,VS1,62.4,58.0,6.41,6.38,3.99,8416
11019,1.01,Ideal,J,SI1,62.8,57.0,6.4,6.44,4.03,3926
11020,1.5,Fair,G,SI1,65.5,58.0,7.16,7.12,4.68,8627
11021,0.9,Fair,E,SI2,65.8,58.0,6.02,5.98,3.95,3084
11022,0.31,Fair,F,VVS1,63.1,61.0,4.32,4.37,2.74,740
11023,2.25,Premium,I,SI2,61.9,59.0,8.42,8.35,5.19,11114
11024,0.75,Very Good,F,SI2,58.6,60.0,5.99,6.03,3.52,2111
11025,0.32,Very Good,H,VS1,61.7,58.0,4.37,4.41,2.71,561
11026,0.71,Ideal,G,VS1,61.8,55.0,5.71,5.76,3.55,3431
11027,0.32,Very Good,H,VS1,62.8,58.0,4.35,4.37,2.74,561
11028,1.01,Ideal,G,SI1,62.9,54.0,6.47,6.41,4.05,4672
11029,0.3,Ideal,E,VS1,60.7,57.0,4.31,4.36,2.63,710
11030,0.3,Ideal,E,VS2,62.1,56.0,4.31,4.25,2.66,844
11031,1.01,Good,I,SI2,61.8,62.0,6.28,6.35,3.9,3399
11032,0.34,Ideal,F,VVS2,59.1,57.0,4.66,4.61,2.74,1071
11033,0.35,Premium,E,SI1,62.7,57.0,4.52,4.47,2.82,788
11034,0.3,Ideal,F,VS2,60.4,56.0,4.37,4.34,2.63,776
11035,0.34,Very Good,E,VVS1,61.7,58.0,4.43,4.48,2.75,1014
11036,1.53,Ideal,I,VS2,62.1,55.0,7.43,7.35,4.59,9116
11037,1.21,Premium,I,SI2,59.9,58.0,6.94,6.91,4.15,4879
11038,0.3,Premium,J,VS1,62.6,60.0,4.28,4.22,2.66,506
11039,0.52,Very Good,G,VS2,60.2,56.0,5.23,5.27,3.16,1446
11040,1.16,Premium,F,SI2,61.2,61.0,6.77,6.74,4.14,4820
11041,0.72,Ideal,H,VVS1,61.5,57.0,5.74,5.76,3.54,3180
11042,1.58,Premium,G,VS1,62.4,60.0,7.46,7.38,4.63,14451
11043,0.6,Ideal,F,VVS2,61.8,57.0,5.36,5.42,3.33,2298
11044,0.56,Ideal,E,VVS2,61.7,56.0,5.31,5.33,3.28,2712
11045,1.5,Very Good,E,SI1,60.8,58.0,7.32,7.36,4.46,11688
11046,1.5,Good,J,SI2,63.7,58.0,7.19,7.13,4.56,5107
11047,0.34,Ideal,F,VVS1,61.4,55.0,4.52,4.54,2.78,919
11048,0.61,Ideal,D,VVS2,62.4,58.0,5.38,5.42,3.37,3036
11049,0.26,Very Good,F,SI1,61.3,55.0,4.15,4.21,2.56,401
11050,1.22,Premium,I,VS2,60.1,58.0,6.92,7.0,4.18,5405
11051,0.27,Ideal,G,VS1,62.3,53.0,4.16,4.19,2.6,527
11052,0.91,Good,I,VS2,64.3,58.0,6.09,6.05,3.9,2813
11053,0.41,Good,F,VVS2,63.6,56.0,4.72,4.68,2.99,1064
11054,1.24,Ideal,H,VS1,63.0,56.0,6.87,6.82,4.31,7222
11055,0.3,Good,G,VS2,63.5,55.0,4.22,4.25,2.69,526
11056,1.36,Very Good,H,SI2,61.5,58.0,7.09,7.16,4.38,6279
11057,1.0,Premium,G,VVS1,62.1,59.0,6.4,6.29,3.94,8154
11058,0.33,Very Good,E,VVS1,63.2,53.0,4.42,4.47,2.81,770
11059,0.45,Premium,D,VVS2,59.8,59.0,5.01,4.85,2.96,1548
11060,0.4,Very Good,D,SI1,60.0,56.0,4.82,4.85,2.9,708
11061,0.9,Ideal,E,SI1,61.1,56.0,6.21,6.23,3.8,4854
11062,0.43,Premium,G,VVS1,62.0,59.0,4.8,4.82,2.98,1207
11063,0.3,Ideal,E,VVS1,61.2,57.0,4.32,4.34,2.65,862
11064,0.32,Premium,J,IF,61.2,59.0,4.44,4.41,2.71,684
11065,0.45,Premium,I,VVS1,63.0,56.0,4.9,4.88,3.08,1013
11066,1.02,Very Good,G,VS1,62.6,58.0,6.36,6.46,4.01,6301
11067,0.32,Premium,D,SI1,61.4,58.0,4.42,4.38,2.7,756
11068,0.5,Very Good,F,VS2,62.9,57.0,5.06,5.11,3.2,1436
11069,0.31,Ideal,E,VS1,61.8,56.0,4.37,4.34,2.69,942
11070,0.74,Very Good,F,SI2,59.6,60.0,5.85,6.0,3.53,2298
11071,0.5,Good,F,VS2,63.2,56.0,5.01,5.05,3.18,1436
11072,0.99,Good,F,SI2,63.3,54.0,6.36,6.43,4.05,4052
11073,2.01,Good,J,SI1,59.6,61.0,8.08,8.14,4.83,11703
11074,0.7,Ideal,I,VVS1,61.4,55.0,5.7,5.76,3.52,2489
11075,0.82,Premium,H,SI1,59.9,57.0,6.11,6.07,3.65,2721
11076,0.3,Ideal,H,VVS1,61.2,57.0,4.3,4.39,2.66,655
11077,0.41,Very Good,D,VVS2,61.2,62.0,4.78,4.82,2.94,1295
11078,0.4,Very Good,F,VS1,61.2,58.0,4.74,4.86,2.94,847
11079,0.46,Ideal,E,VS1,61.7,56.0,4.95,5.0,3.07,1834
11080,0.3,Ideal,D,VS2,61.1,56.0,4.36,4.32,2.65,911
11081,0.77,Very Good,D,VS2,63.1,57.0,5.86,5.83,3.69,3428
11082,0.3,Very Good,G,VS2,60.6,61.0,4.29,4.32,2.61,526
11083,1.0,Fair,G,VVS2,65.5,54.0,6.3,6.22,4.1,4928
11084,1.5,Premium,G,SI1,62.9,55.0,7.28,7.24,4.57,9954
11085,0.3,Good,H,SI1,63.1,56.0,4.27,4.29,2.7,432
11086,0.7,Very Good,G,VS1,60.5,62.0,5.72,5.76,3.47,2287
11087,0.5,Ideal,E,VVS2,62.2,54.0,5.09,5.11,3.17,2889
11088,1.08,Ideal,H,SI1,62.7,57.0,6.48,6.51,4.07,4740
11089,0.75,Very Good,H,VVS1,60.6,58.0,5.85,5.9,3.56,2806
11090,0.7,Very Good,I,VS2,62.8,59.0,5.56,5.61,3.51,2202
11091,0.33,Ideal,G,VVS1,61.7,55.0,4.44,4.48,2.75,838
11092,1.12,Good,F,VVS2,57.9,57.0,6.86,6.83,3.96,8430
11093,0.73,Good,H,VS1,64.1,58.8,5.63,5.67,3.62,2673
11094,0.32,Ideal,H,VVS1,61.9,56.0,4.38,4.41,2.72,730
11095,0.59,Ideal,G,VS2,62.6,54.0,5.32,5.38,3.35,1664
11096,0.41,Ideal,D,SI1,61.6,55.0,4.78,4.8,2.95,791
11097,1.14,Premium,H,VS2,61.3,59.0,6.76,6.72,4.13,5858
11098,2.02,Premium,J,SI2,63.0,58.0,8.07,8.02,5.07,8640
11099,0.41,Ideal,H,VS1,61.8,56.0,4.81,4.77,2.96,1061
11100,0.32,Ideal,F,VVS1,61.4,56.0,4.4,4.43,2.71,912
11101,0.32,Ideal,H,VS2,61.7,57.0,4.38,4.4,2.71,529
11102,1.04,Ideal,E,SI1,61.8,56.0,6.49,6.53,4.02,7208
11103,1.11,Ideal,I,SI2,61.6,54.0,6.66,6.72,4.12,4428
11104,0.5,Ideal,E,VVS2,61.1,57.0,5.13,5.15,3.14,2165
11105,1.51,Ideal,G,SI1,62.9,57.0,7.3,7.27,4.58,11255
11106,1.51,Good,G,VVS1,57.9,62.0,7.54,7.53,4.36,15420
11107,0.7,Premium,E,VS1,62.6,59.0,5.69,5.66,3.55,2837
11108,0.62,Ideal,F,VS1,61.9,55.0,5.46,5.19,3.39,2344
11109,0.6,Ideal,D,SI1,61.4,55.0,5.43,5.45,3.34,1698
11110,1.51,Premium,J,SI1,59.9,60.0,7.46,7.41,4.45,7822
11111,0.32,Ideal,G,IF,61.4,55.0,4.42,4.44,2.72,918
11112,0.41,Ideal,G,VVS1,61.6,57.0,4.75,4.77,2.93,1055
11113,0.32,Very Good,D,SI1,63.1,57.0,4.38,4.37,2.76,756
11114,1.35,Very Good,I,SI1,59.5,58.0,7.28,7.17,4.3,6573
11115,0.39,Ideal,H,VS2,62.0,54.4,4.67,4.72,2.91,670
11116,0.3,Ideal,E,VS1,62.2,54.0,4.28,4.3,2.67,775
11117,1.18,Good,G,SI1,58.0,59.0,6.98,7.03,4.06,6743
11118,0.9,Good,H,VS1,64.1,57.0,6.07,6.04,3.88,4234
11119,1.01,Very Good,G,SI1,60.2,58.0,6.5,6.59,3.94,4719
11120,1.08,Fair,E,SI1,53.8,63.0,6.99,6.81,3.71,4790
11121,0.32,Ideal,I,IF,60.8,54.0,4.44,4.47,2.71,673
11122,1.0,Premium,E,VS2,63.0,58.0,6.25,6.22,3.93,7168
11123,1.07,Ideal,G,VS1,62.1,57.0,6.48,6.57,4.05,7858
11124,1.29,Ideal,H,VS1,61.2,57.0,7.01,7.05,4.3,8887
11125,0.8,Very Good,D,SI2,63.7,57.0,5.87,5.9,3.75,2708
11126,1.5,Good,H,SI1,64.3,60.0,7.14,7.23,4.62,9768
11127,0.51,Ideal,G,VVS2,61.8,56.0,5.11,5.15,3.16,2197
11128,0.52,Very Good,G,VS2,59.2,57.0,5.28,5.37,3.15,1423
11129,1.0,Premium,D,VS1,61.0,58.0,6.46,6.42,3.93,7280
11130,0.52,Ideal,G,VVS2,61.9,55.0,5.16,5.14,3.19,2012
11131,1.0,Good,G,SI2,57.6,62.0,6.62,6.55,3.79,4113
11132,0.71,Premium,G,SI1,58.9,62.0,5.85,5.79,3.43,2181
11133,2.01,Premium,I,VS2,61.0,61.0,8.15,7.99,4.92,16778
11134,0.36,Premium,D,SI1,59.6,58.0,4.65,4.61,2.76,851
11135,0.33,Premium,H,VS2,61.7,59.0,4.42,4.39,2.72,668
11136,0.51,Premium,F,SI2,62.1,56.0,5.16,5.11,3.19,1068
11137,0.9,Ideal,G,SI2,61.5,57.0,6.19,6.23,3.82,4032
11138,0.79,Ideal,G,SI1,62.6,55.0,5.91,5.95,3.71,2871
11139,1.22,Premium,H,VS1,62.2,58.0,6.84,6.76,4.23,5773
11140,1.01,Premium,F,SI1,62.2,59.0,6.44,6.35,3.98,4418
11141,0.32,Ideal,I,VVS2,63.0,57.0,4.37,4.33,2.74,720
11142,0.9,Premium,H,SI1,60.0,56.0,6.33,6.27,3.78,3629
11143,0.9,Very Good,G,VS2,58.5,59.0,6.35,6.36,3.72,4484
11144,0.58,Ideal,E,SI1,62.2,58.0,5.3,5.38,3.32,1580
11145,1.23,Very Good,H,VVS1,62.5,58.0,6.77,6.82,4.25,8405
11146,1.04,Ideal,G,VS1,61.7,57.0,6.47,6.53,4.01,7294
11147,1.5,Very Good,I,VS2,60.8,58.0,7.36,7.42,4.49,9804
11148,1.1,Very Good,H,SI1,63.0,58.0,6.53,6.59,4.13,4276
11149,0.37,Premium,E,VVS2,60.9,59.0,4.65,4.61,2.82,1082
11150,0.46,Premium,E,VS2,62.2,58.0,4.99,4.95,3.09,1302
11151,0.31,Ideal,G,IF,61.6,56.0,4.37,4.4,2.7,839
11152,0.3,Ideal,F,SI1,62.8,56.0,4.26,4.24,2.67,641
11153,0.7,Good,F,VS2,64.3,59.0,5.6,5.56,3.59,2373
11154,1.31,Ideal,E,VS1,61.7,55.0,7.11,7.05,4.37,10711
11155,0.9,Fair,I,SI2,65.3,57.0,5.98,5.93,3.89,2536
11156,1.01,Ideal,G,SI2,62.1,57.0,6.48,6.44,4.01,4350
11157,2.1,Very Good,I,SI2,60.6,60.0,8.29,8.33,5.04,12612
11158,0.73,Ideal,F,SI2,61.9,55.0,5.78,5.82,3.59,2588
11159,0.4,Premium,D,SI1,62.5,61.0,4.69,4.66,2.92,924
11160,0.53,Premium,E,SI2,59.9,58.0,5.31,5.27,3.17,984
11161,1.09,Premium,H,SI2,61.2,62.0,6.63,6.58,4.04,4395
11162,0.31,Premium,G,VS1,61.2,60.0,4.39,4.37,2.68,802
11163,0.23,Ideal,G,IF,61.8,56.0,3.92,3.94,2.43,536
11164,0.42,Ideal,G,VS2,62.2,56.0,4.8,4.82,2.99,847
11165,1.04,Ideal,G,VVS2,61.4,57.0,6.52,6.44,3.98,6173
11166,0.52,Very Good,E,VS2,63.0,58.0,5.07,5.12,3.21,1641
11167,0.41,Premium,H,SI1,62.0,59.0,4.78,4.8,2.97,683
11168,0.41,Fair,E,SI2,64.7,55.0,4.7,4.67,3.03,818
11169,0.31,Good,G,VS1,63.8,57.0,4.29,4.33,2.75,625
11170,0.57,Very Good,H,SI1,63.1,54.0,5.3,5.28,3.34,1309
11171,1.1,Ideal,E,SI2,61.6,56.0,6.64,6.61,4.08,5174
11172,0.31,Good,F,VS2,58.2,58.0,4.46,4.51,2.61,637
11173,1.0,Good,G,SI2,64.2,57.0,6.25,6.27,4.02,3906
11174,0.32,Good,I,SI2,63.1,58.0,4.34,4.41,2.76,374
11175,0.7,Premium,E,SI2,61.1,61.0,5.74,5.69,3.49,2215
11176,1.12,Premium,D,SI2,60.5,59.0,6.72,6.76,4.08,5233
11177,0.81,Premium,F,SI1,61.9,59.0,5.97,5.95,3.69,3043
11178,0.72,Very Good,G,VS2,63.7,56.4,5.62,5.69,3.61,2776
11179,0.33,Premium,H,VS2,61.7,59.0,4.39,4.42,2.72,521
11180,0.31,Ideal,G,VVS1,61.9,54.0,4.38,4.41,2.72,789
11181,2.01,Very Good,H,SI1,59.1,58.0,8.29,8.36,4.92,18149
11182,0.91,Good,H,VS2,59.9,61.0,6.18,6.24,3.72,4309
11183,0.53,Premium,D,VS2,62.4,59.0,5.14,5.18,3.22,1783
11184,1.54,Ideal,D,SI2,61.6,57.0,7.4,7.44,4.57,10740
11185,1.11,Very Good,I,SI2,61.2,61.0,6.65,6.69,4.08,3956
11186,0.5,Very Good,H,SI1,62.9,58.0,5.01,5.04,3.16,1068
11187,0.33,Ideal,F,VVS1,61.7,54.0,4.46,4.49,2.76,893
11188,1.0,Fair,F,VS2,64.9,56.0,6.26,6.31,4.08,5840
11189,1.04,Very Good,G,SI1,59.2,61.0,6.63,6.68,3.94,4724
11190,0.9,Premium,J,VS1,62.1,62.0,6.12,6.05,3.78,2964
11191,0.39,Premium,J,VVS1,62.8,58.0,4.66,4.61,2.91,921
11192,0.33,Ideal,I,IF,61.2,56.0,4.46,4.49,2.74,862
11193,0.53,Premium,H,IF,62.5,59.0,5.15,5.18,3.23,1957
11194,0.32,Very Good,I,VS2,62.9,57.0,4.37,4.4,2.76,449
11195,0.53,Ideal,E,VS2,60.8,55.0,5.26,5.3,3.21,1707
11196,0.72,Very Good,F,SI2,60.4,59.0,5.8,5.83,3.51,2158
11197,0.51,Premium,G,VVS1,60.1,56.0,5.35,5.16,3.16,2111
11198,1.7,Premium,F,VS1,58.5,60.0,7.83,7.76,4.56,18398
11199,0.31,Ideal,E,VS2,60.9,57.0,4.36,4.38,2.66,745
11200,1.2,Premium,G,SI2,59.9,59.0,6.92,6.98,4.16,5250
11201,1.52,Ideal,G,SI2,61.9,57.0,7.43,7.38,4.58,7108
11202,1.0,Good,E,VS2,60.6,65.0,6.29,6.36,3.83,6445
11203,0.31,Ideal,D,VS1,61.1,56.0,4.33,4.37,2.66,713
11204,0.91,Premium,I,VS2,62.4,61.0,6.18,6.16,3.85,3376
11205,0.7,Premium,F,SI2,58.8,58.0,5.82,5.77,3.41,2234
11206,1.3,Ideal,F,VVS2,62.1,55.0,6.96,7.04,4.35,12629
11207,0.31,Ideal,F,VS1,61.1,57.0,4.34,4.36,2.66,729
11208,1.01,Ideal,H,VS1,62.6,57.0,6.37,6.4,4.0,5777
11209,0.36,Ideal,F,IF,62.5,54.0,4.54,4.58,2.85,1056
11210,0.41,Premium,E,SI1,60.4,58.0,4.79,4.75,2.88,930
11211,0.7,Ideal,E,SI1,62.3,56.0,5.68,5.72,3.55,2575
11212,0.71,Ideal,I,SI1,62.6,54.0,5.68,5.73,3.57,2111
11213,0.72,Ideal,G,SI2,62.1,55.3,5.72,5.74,3.56,2089
11214,0.32,Premium,H,VS2,60.5,59.0,4.39,4.43,2.67,505
11215,0.7,Very Good,E,SI1,59.4,63.0,5.79,5.73,3.42,2481
11216,1.71,Premium,H,VS2,58.8,60.0,7.85,7.8,4.6,12607
11217,1.5,Ideal,J,SI1,59.4,62.0,7.38,7.35,4.38,6745
11218,1.05,Very Good,H,SI1,60.5,58.0,6.55,6.6,3.98,5406
11219,0.52,Ideal,F,VS2,60.0,62.0,5.23,5.19,3.13,1806
11220,1.02,Premium,E,SI2,60.5,58.0,6.58,6.54,3.97,4478
11221,0.42,Very Good,G,VVS2,61.2,56.0,4.84,4.86,2.97,954
11222,0.71,Ideal,F,SI1,63.0,54.0,5.73,5.69,3.6,2235
11223,0.52,Ideal,E,VS2,61.7,55.0,5.21,5.16,3.2,1815
11224,1.01,Good,E,SI2,63.9,55.0,6.38,6.33,4.08,4440
11225,1.28,Ideal,G,SI2,61.4,57.0,6.96,6.99,4.28,5888
11226,0.33,Premium,D,VS2,61.2,58.0,4.41,4.44,2.71,781
